parent_ref_no,parent_inci_name,parent_function,parent_main_cat,parent_cas,position_dans_groupe,total_dans_groupe,sub_molecule,sub_matter_type,sub_size_category,sub_name_length,sub_main_function
87488,ACETOBACTER/ASPERGILLUS/LACTOBACILLUS/LEUCONOSTOC/PEDIOCOCCUS/SACCHAROMYCES/ZYGOSACCHAROMYCES/HORDEUM VULGARE SEED/SOYBEAN SEED/RICE SEED/CANAVALIA GLADIATA SEED/PHASEOLUS ANGULARIS SEED/COIX LACHRYMA-JOBI MA-YUEN SEED/ECHINOCHLOA UTILIS SEED/SETARIA ITALICA SEED/MILLET SEED/CITRUS UNSHIU FRUIT/VITIS LABRUSCA FRUIT/APPLE FRUIT/VITIS COIGNETIAE FRUIT/MUSA SAPIENTUM FRUIT/PEACH FRUIT/DIOSPYROS KAKI FRUIT/PAPAYA FRUIT/PYRUS PYRIFOLIA FRUIT/WATERMELON FRUIT/PRUNUS MUME FRUIT/FIG FRUIT/CHAENOMELES SINENSIS FRUIT/CUCURBITA MAXIMA FRUIT/RUBUS IDAEUS FRUIT/FORTUNELLA CRASSIFOLIA FRUIT/CITRUS JUNOS FRUIT/ERIOBOTRYA JAPONICA FRUIT/APRICOT FRUIT/ZIZYPHUS JUJUBA FRUIT/CASTANEA CRENATA FRUIT/LYCIUM CHINENSE FRUIT/ACTINIDIA POLYGAMA FRUIT/PRUNUS SALICINA FRUIT/AKEBIA QUINATA FRUIT/MOMORDICA GROSVENORII FRUIT/CRATAEGUS CUNEATA FRUIT/CORNUS OFFICINALIS FRUIT/EUPHORIA LONGAN FRUIT/PANAX GINSENG FRUIT/IPOMOEA BATATAS ROOT/HELIANTHUS TUBEROSUS TUBER/CARROT ROOT/ONION BULB/BETA VULGARIS ROOT/COLOCASIA ESCULENTA TUBER/DIOSCOREA JAPONICA RHIZOME/RADISH ROOT/TURNIP ROOT/ARCTIUM LAPPA ROOT/NELUMBO NUCIFERA RHIZOME/POLYMNIA SONCHIFOLIA ROOT/LILIUM AURATUM BULB/SAGITTARIA TRIFOLIA EDULIS TUBER/GINGER RHIZOME/GARLIC BULB/GLYCYRRHIZA GLABRA ROOT/POLYGONATUM ODORATUM RHIZOME/TURMERIC RHIZOME/ACANTHOPANAX GRACILISTYLUS ROOT/CABBAGE LEAF/STEM/PERILLA OCYMOIDES LEAF/MORUS BOMBYCIS LEAF/HEMEROCALLIS FULVA KWANSO FLOWER/HOUTTUYNIA CORDATA/ARTEMISIA PRINCEPS/SASA VEITCHII LEAF/GLECHOMA HEDERACEA/MATRICARIA FLOWER/EQUISETUM ARVENSE/ISODON JAPONICUS/SAFFLOWER FLOWER/PLANTAGO ASIATICA/DANDELION/LAMINARIA JAPONICA LEAF/UNDARIA PINNATIFIDA LEAF/RHODOGLOSSUM PULCHERUM LEAF/NEMACYSTUS DECIPIENS/SESAME SEED/JUGLANS SIEBOLDIANA SEED/GINKGO BILOBA SEED/PINUS KORAIENSIS SEED/CASSIA OBTUSIFOLIA SEED/GRIFOLA FRONDOSA FRUITING BODY/HERICIUM ERINACEUM FRUITING BODY/LENTINUS EDODES FRUITING BODY/AURICULARIA AURICULA FRUITING BODY FERMENT EXTRACT,SKIN CONDITIONING,Autre,,94,94,AURICULARIA AURICULA FRUITING BODY FERMENT EXTRACT,Extrait,Moyenne (26-50),50,Autre
87065,ACETOBACTER/SACCHAROMYCES/APPLE FRUIT EXTRACT/LEMON FRUIT EXTRACT/WINE FERMENT FILTRATE,SKIN CONDITIONING,Autre,,3,5,APPLE FRUIT EXTRACT,Extrait,Courte (16-25),19,Autre
87065,ACETOBACTER/SACCHAROMYCES/APPLE FRUIT EXTRACT/LEMON FRUIT EXTRACT/WINE FERMENT FILTRATE,SKIN CONDITIONING,Autre,,4,5,LEMON FRUIT EXTRACT,Extrait,Courte (16-25),19,Autre
87064,ACETOBACTER/SACCHAROMYCES/RASPBERRY FRUIT EXTRACT/PUNICA GRANATUM FRUIT EXTRACT/WINE FERMENT FILTRATE,SKIN CONDITIONING,Autre,,3,5,RASPBERRY FRUIT EXTRACT,Extrait,Courte (16-25),23,Autre
87064,ACETOBACTER/SACCHAROMYCES/RASPBERRY FRUIT EXTRACT/PUNICA GRANATUM FRUIT EXTRACT/WINE FERMENT FILTRATE,SKIN CONDITIONING,Autre,,4,5,PUNICA GRANATUM FRUIT EXTRACT,Extrait,Moyenne (26-50),29,Autre
88350,ACHILLEA MILLEFOLIUM FLOWER/ALTHAEA OFFICINALIS ROOT/CHAMOMILLA RECUTITA FLOWER/HYPERICUM PERFORATUM FLOWER/SALVIA OFFICINALIS LEAF/TUSSILAGO FARFARA LEAF EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,6,6,TUSSILAGO FARFARA LEAF EXTRACT,Extrait,Moyenne (26-50),30,Humectant
84925,ACHILLEA MILLEFOLIUM FLOWER/CHAMOMILLA RECUTITA FLOWER/FOENICULUM VULGARE FRUIT/HUMULUS LUPULUS FLOWER/MELISSA OFFICINALIS LEAF/VISCUM ALBUM EXTRACT,HUMECTANT,Humectant,,6,6,VISCUM ALBUM EXTRACT,Extrait,Courte (16-25),20,Humectant
91170,ACHILLEA MILLEFOLIUM FLOWER/CHAMOMILLA RECUTITA FLOWER/FOENICULUM VULGARE FRUIT/HUMULUS LUPULUS FLOWER/MELISSA OFFICINALIS LEAF/VISCUM ALBUM FRUIT EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,6,6,VISCUM ALBUM FRUIT EXTRACT,Extrait,Moyenne (26-50),26,Humectant
86970,ACHILLEA MILLEFOLIUM FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,84082-83-7,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
82256,ACHRAS SAPOTA FRUIT/SEED EXTRACT,HAIR CONDITIONING,Soin capillaire,85085-69-4,2,2,SEED EXTRACT,Extrait,Très courte (≤15),12,Soin capillaire
91947,ACHYRANTHES JAPONICA ROOT/RHUS SEMIALATA GALL/TERMINALIA CHEBULA FRUIT/GLYCYRRHIZA URALENSIS ROOT/STEM EXTRACT,ANTIMICROBIAL,Conservateur,,5,5,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
91962,ACHYROCLINE SATUREIOIDES FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,92346-81-1,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
91549,ACINETOBACTER/SOYBEAN SEED EXTRACT FERMENT,"HUMECTANT, SKIN CONDITIONING",Humectant,,2,2,SOYBEAN SEED EXTRACT FERMENT,Extrait,Moyenne (26-50),28,Humectant
54167,ACORUS GRAMINEUS ROOT/STEM EXTRACT,"HAIR CONDITIONING, HAIR WAVING OR STRAIGHTENING, SKIN CONDITIONING",Soin capillaire,91745-11-8,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Soin capillaire
88373,ACORUS GRAMINEUS ROOT/STEM/ARISAEMA AMURENSE/ASPARAGUS COCHINCHINENSIS ROOT/CYPERUS ROTUNDUS FRUIT/GASTRODIA ELATA ROOT/MORUS ALBA LEAF/SORBUS COMMIXTA/TRICHOSANTHES KIRILOWII ROOT/ULMUS DAVIDIANA ROOT/XANTHIUM STRUMARIUM FRUIT EXTRACT,SKIN CONDITIONING,Autre,,11,11,XANTHIUM STRUMARIUM FRUIT EXTRACT,Extrait,Moyenne (26-50),33,Autre
87233,ACORUS GRAMINEUS ROOT/STEM/LUFFA CYLINDRICA FRUIT/CAMELLIA SINENSIS LEAF EXTRACT,"ASTRINGENT, DEODORANT, FLAVOURING, HUMECTANT, MASKING",Humectant,,4,4,CAMELLIA SINENSIS LEAF EXTRACT,Extrait,Moyenne (26-50),30,Humectant
91668,ADINA RUBELLA FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
84914,ADONIS AMURENSIS/AKEBIA QUINATA/ALBIZIA JULIBRISSIN/ALTHAEA ROSEA/ANGELICA ACUTILOBA/ANGELICA ANOMALA/AQUILEGIA BUERGERIANA/ARTEMISIA PRINCEPS/ASTER CILIOSUS/ASTER SCABER/BRASSICA CAMPESTRIS/BROUSSONETIA KAZINOKI/CALLISTEPHUS CHINENSIS/CAMELLIA JAPONICA/CAMELLIA SINENSIS/CAMPSIS GRANDIFLORA/CARAGANA SINICA/CARTHAMUSTINCTORIUS/CASSIA OBTUSIFOLIA/CELOSIA CRISTATA/CERCIS CHINENSIS/CHAENOMELES SINENSIS/CHRYSANTHEMUM INDICUM/CHRYSANTHEMUM ZAWADSKII/CLEMATIS TERNIFLORA/COMMELINA COMMUNIS/CORNUS KOUSA/CORNUS OFFICINALIS/CORYDALIS INCISA/CORYDALIS TURTSCHANINOVII/CUCURBITA MOSCHATE/DENDROBIUM NOBILE/DIANTHUS CHINENSIS/ELSHOLTZIA SPLENDENS/EUPATORIUM LINDLEYANUM/FORSYTHIA KOREANA/FRITILLARIA USSURIENSIS/GARDENIA JASMINOIDES/GINKGO BILOBA/HELIANTHUS ANNUUS/HELIANTHUS TUBEROSUS/HEMEROCALLIS FULVA/HIBISCUS MUTABILIS/HIBISCUS SYRIACUS/HOSTA PLANTAGINAE/HYDRANGEA MACROPHYLLA/IMPATIENS BALSAMINA/IPOMEA HEDERACEA/IRIS PALLASII/IRIS PSEUDACORUS/KERRIA JAPONICA/LAGERSTROEMIA INDICA/LEONURUS SIBIRICUS/LESPEDEZA BICOLOR/LILIUM LANCIFOLIUM/LINDERA OBTUSILOBA/LIRIOPES MUSCARI/LONICERA JAPONICA/LYCORIS RADIATA/MAGNOLIA KOBUS/MAGNOLIA LILIFLORA/MALUS SIEBOLDII/NARCISSUS TAZETTA/NELUMBO NUCIFERA/OENOTHERA BIENNIS/PAEONIA LACTIFLORA/PAEONIA SUFFRUTICOSA/PAPAVER RHOEAS/PATRINIASCABIOSIFOLIA/PAULOWNIA COREANA/PERSICARIA THUNBERGII/PETASITES JAPONICUS/PHYTOLACCA ESCULENTA/PLATYCODON GRANDIFLORUS/POLYGONUM ODORATUM/PONICIRUS TRIFOLIATA/PRUNUS ARMENIACA/PRUNUS MUME/PRUNUS PERSICA/PRUNUS SERRULATA/PRUNUS TOMENTOSA/PUERARIA LOBATA/RHODODENDRON MUCRONULATUM/ROBINIA PSEUDACACIA/ROSA MULTIFLORA/ROSA RUGOSA/SASA BOREALIS/SOPHORA JAPONICA/SPIRAEA PRUNIFOLIA/STYRAX JAPONICA/SYRINGA VULGARIS/TARAXACUM PLATYCARPUM/TULIPA EDULIS/VIOLA MANDSCHURICA/WEIGELA SUBSESSILIS/WISTERIA SINENSIS/ZANTHOXYLUM SCHINIFOLIUM/ZEA MAYS/ZINGIBER MIOGA/ZINNIA ELEGANS FLOWER EXTRACT,SKIN CONDITIONING,Autre,,100,100,ZINNIA ELEGANS FLOWER EXTRACT,Extrait,Moyenne (26-50),29,Autre
89264,AESCULUS HIPPOCASTANUM BARK/DAUCUS CAROTA ROOT/FOENICULUM VULGARE FRUIT EXTRACT,,Autre,,3,3,FOENICULUM VULGARE FRUIT EXTRACT,Extrait,Moyenne (26-50),32,Autre
54430,AGARICUS BISPORUS CAP/STEM EXTRACT,EMOLLIENT,Émollient / Conditioning,95009-14-6,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Émollient
83018,AGARICUS BLAZEI/SOY FLOUR/SUCROSE FERMENT EXTRACT,"FILM FORMING, SKIN CONDITIONING",Agent filmogène,,3,3,SUCROSE FERMENT EXTRACT,Extrait,Courte (16-25),23,Filmogène
54439,AGERATUM CONYZOIDES FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,85480-32-6,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
83611,ALBIZIA JULIBRISSIN BRANCH/LEAF EXTRACT,SKIN CONDITIONING,Autre,,2,2,LEAF EXTRACT,Extrait,Très courte (≤15),12,Autre
84016,ALEURITES FORDII BRANCH/FRUIT/LEAF EXTRACT,SKIN CONDITIONING,Autre,,3,3,LEAF EXTRACT,Extrait,Très courte (≤15),12,Autre
89109,ALLIUM FISTULOSUM STALK/BRASSICA RAPA LEAF/STEM/CAPSICUM ANNUUM FRUIT EXTRACT,,Autre,,4,4,CAPSICUM ANNUUM FRUIT EXTRACT,Extrait,Moyenne (26-50),29,Autre
86009,ALPINIA CALCARATA RHIZOME/ROOT EXTRACT,SKIN CONDITIONING,Autre,90132-03-9,2,2,ROOT EXTRACT,Extrait,Très courte (≤15),12,Autre
89745,ALPINIA SPECIOSA FLOWER/ LEAF/SEED/ STEM EXTRACT,"ANTIOXIDANT, PRESERVATIVE",Conservateur,,4,4,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
90429,ALPINIA SPECIOSA FLOWER/LEAF/SEED/STEM EXTRACT,"ANTIOXIDANT, PRESERVATIVE",Conservateur,,4,4,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
54310,ALTHAEA OFFICINALIS LEAF/ROOT EXTRACT,EMOLLIENT,Émollient / Conditioning,73049-65-7,2,2,ROOT EXTRACT,Extrait,Très courte (≤15),12,Émollient
87010,ALTHAEA OFFICINALIS ROOT/ANTHEMIS NOBILIS FLOWER/FOENICULUM VULGARE FRUIT/HOUTTUYNIA CORDATA/LAVANDULA ANGUSTIFOLIA FLOWER/OCIMUM BASILICUM FLOWER/ROSMARINUS OFFICINALIS LEAF EXTRACT,SKIN CONDITIONING,Autre,,7,7,ROSMARINUS OFFICINALIS LEAF EXTRACT,Extrait,Moyenne (26-50),35,Autre
91537,AMARYLLIS BELLADONNA FLOWER/LEAF/STEM EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Humectant
86246,AMORPHOPHALLUS CAMPANULATUS RHIZOME/ROOT EXTRACT,SKIN CONDITIONING,Autre,92201-41-7,2,2,ROOT EXTRACT,Extrait,Très courte (≤15),12,Autre
92910,ANGELICA ACUTILOBA ROOT/CITRUS AURANTIUM AMARA FRUIT/COPTIS JAPONICA ROOT/FORSYTHIA VIRIDISSIMA FRUIT/GARDENIA FLORIDA FRUIT/GLYCYRRHIZA GLABRA ROOT/MENTHA ARVENSIS LEAF /PAEONIA LACTIFLORA ROOT/PLATYCODON GRANDIFLORUM ROOT/REHMANNIA GLUTINOSA ROOT/SCUTELLARIA BAICALENSIS ROOT EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,11,11,SCUTELLARIA BAICALENSIS ROOT EXTRACT,Extrait,Moyenne (26-50),36,Humectant
84947,ANGELICA ACUTILOBA ROOT/CITRUS AURANTIUM AMARA FRUIT/COPTIS JAPONICA ROOT/FORSYTHIA VIRIDISSIMA FRUIT/GARDENIA FLORIDA FRUIT/GLYCYRRHIZA GLABRA ROOT/MENTHA ARVENSIS LEAF/PAEONIA LACTIFLORA ROOT/PLATYCODON GRANDIFLORUM ROOT/REHMANNIA GLUTINOSA ROOT/SCUTELLARIA BAICALENSIS ROOT EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,11,11,SCUTELLARIA BAICALENSIS ROOT EXTRACT,Extrait,Moyenne (26-50),36,Humectant
84948,ANGELICA DAHURICA ROOT/CNIDIUM OFFICIANALE ROOT/CORYDALIS TURTSCHANINOVII ROOT/GLYCYRRHIZA GLABRA ROOT/PAEONIA LACTIFLORA ROOT/PONCIRUS TRIFOLIATA FRUIT/PUERARIA THUNBERGIANA ROOT EXTRACT,SKIN CONDITIONING,Autre,,7,7,PUERARIA THUNBERGIANA ROOT EXTRACT,Extrait,Moyenne (26-50),34,Autre
84013,ANGELICA FURCIJUGA FLOWER/LEAF/STEM EXTRACT,"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING",Humectant,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Humectant
54473,ANGELICA KEISKEI LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
87242,ANGELICA SINENSIS LEAF/ARCTIUM LAPPA ROOT/JASMINUM OFFICINALE FLOWER EXTRACT,SKIN CONDITIONING,Autre,,3,3,JASMINUM OFFICINALE FLOWER EXTRACT,Extrait,Moyenne (26-50),34,Autre
54478,ANIGOZANTHOS FLAVIDUS FLOWER/LEAF EXTRACT,SKIN CONDITIONING,Autre,223749-17-5,2,2,LEAF EXTRACT,Extrait,Très courte (≤15),12,Autre
54551,APIUM GRAVEOLENS ROOT/SEED EXTRACT,"MASKING, TONIC",Autre,89997-35-3,2,2,SEED EXTRACT,Extrait,Très courte (≤15),12,Autre
54552,APOCYNUM VENETUM LEAF/STEM EXTRACT,"HUMECTANT, SKIN CONDITIONING",Humectant,,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Humectant
83709,ARALIA ELATA BRANCH/LEAF EXTRACT,SKIN CONDITIONING,Autre,,2,2,LEAF EXTRACT,Extrait,Très courte (≤15),12,Autre
83755,ARDISIA JAPONICA BRANCH/LEAF EXTRACT,SKIN CONDITIONING,Autre,,2,2,LEAF EXTRACT,Extrait,Très courte (≤15),12,Autre
88266,ARECA CATECHU SEED/EUGENIA CARYOPHYLLUS STEM EXTRACT,SKIN CONDITIONING,Autre,,2,2,EUGENIA CARYOPHYLLUS STEM EXTRACT,Extrait,Moyenne (26-50),33,Autre
86375,ARENARIA KANSUENSIS LEAF/ROOT/STEM EXTRACT,HUMECTANT,Humectant,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Humectant
54503,ARMERIA MARITIMA FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING,Autre,223747-89-5,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
89158,ARRABIDAEA CHICA LEAF/STEM EXTRACT,"ANTIMICROBIAL, ASTRINGENT, COSMETIC COLORANT, EMOLLIENT, SKIN CONDITIONING",Colorant,,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Colorant
54508,ARTEMISIA ABROTANUM FLOWER/LEAF/STEM EXTRACT,MOISTURISING,Autre,89957-58-4,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
54514,ARTEMISIA DRACUNCULUS LEAF/STEM EXTRACT,MASKING,Autre,90131-45-6,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
84959,ARTEMISIA DRACUNCULUS SEED/ANTHEMIS NOBILIS SEED/HYPERICUM ANDROSAEMUM SEED EXTRACT,SKIN CONDITIONING,Autre,,3,3,HYPERICUM ANDROSAEMUM SEED EXTRACT,Extrait,Moyenne (26-50),34,Autre
86913,ARTEMISIA PRINCEPS LEAF/EQUISETUM ARVENSE/HOUTTUYNIA CORDATA EXTRACT,SKIN CONDITIONING,Autre,,3,3,HOUTTUYNIA CORDATA EXTRACT,Extrait,Moyenne (26-50),26,Autre
91677,ARTEMISIA PRINCEPS LEAF/TRITICUM VULGARE BRAN EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, ANTIPLAQUE, ANTISEBORRHOEIC, SKIN PROTECTING",Conservateur,223747-95-3,2,2,TRITICUM VULGARE BRAN EXTRACT,Extrait,Moyenne (26-50),29,Conservateur
88796,ARTHRAXON HISPIDUS FLOWER/LEAF/STEM EXTRACT,,Autre,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Autre
